sysid,sysname,year,assigned_month,yr_mo_d,sum_min,num_trip,sysname_alt
42,"Bay Wheels (San Francisco, CA)","2,019",2,2/10/2019 0:00,"98,426.30","7,818","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",2,2/11/2019 0:00,"180,527.70","17,234","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",2,2/12/2019 0:00,"171,961.10","16,910","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",2,2/13/2019 0:00,"60,549.83","6,394","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",2,2/14/2019 0:00,"134,103.70","13,146","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",2,2/15/2019 0:00,"155,884.70","14,536","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",2,2/16/2019 0:00,"99,199.63","7,914","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",2,2/17/2019 0:00,"120,799.23","8,352","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",2,2/18/2019 0:00,"142,482.23","11,184","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",2,2/19/2019 0:00,"200,176.47","18,850","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",2,2/20/2019 0:00,"203,866.60","19,244","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",2,2/21/2019 0:00,"199,961.33","19,006","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",2,2/22/2019 0:00,"204,053.80","18,310","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",2,2/23/2019 0:00,"149,283.27","10,798","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",2,2/24/2019 0:00,"112,655","8,904","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",2,2/25/2019 0:00,"136,357.50","14,034","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",2,2/26/2019 0:00,"100,430.67","10,732","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",2,2/27/2019 0:00,"155,572.80","15,348","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",2,2/28/2019 0:00,"209,465.93","19,566","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",2,3/1/2019 0:00,"195,861.40","18,088","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",2,3/2/2019 0:00,"70,378.03","6,104","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",3,3/3/2019 0:00,"100,711.43","8,054","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",3,3/4/2019 0:00,"184,667.63","17,798","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",3,3/5/2019 0:00,"135,786.23","14,130","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",3,3/6/2019 0:00,"144,592.07","14,412","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",3,3/7/2019 0:00,"201,629.60","19,646","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",3,3/8/2019 0:00,"204,219.23","18,710","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",3,3/9/2019 0:00,"96,865.97","8,044","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",3,3/10/2019 0:00,"121,558","8,348","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",3,3/11/2019 0:00,"220,140.60","19,940","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",3,3/12/2019 0:00,"223,580.27","21,244","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",3,3/13/2019 0:00,"232,032.90","21,308","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",3,3/14/2019 0:00,"230,694.90","21,282","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",3,3/15/2019 0:00,"243,580.77","20,690","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",3,3/16/2019 0:00,"225,142.27","14,050","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",3,3/17/2019 0:00,"214,381.43","13,368","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",3,3/18/2019 0:00,"245,974.10","21,826","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",3,3/19/2019 0:00,"253,144","23,180","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",3,3/20/2019 0:00,"197,060.73","18,404","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",3,3/21/2019 0:00,"249,619.50","22,338","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",3,3/22/2019 0:00,"131,426.87","12,614","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",3,3/23/2019 0:00,"207,865.47","12,954","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",3,3/24/2019 0:00,"179,423.87","11,908","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",3,3/25/2019 0:00,"155,953","14,500","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",3,3/26/2019 0:00,"228,415.93","20,308","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",3,3/27/2019 0:00,"210,516.13","19,522","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",3,3/28/2019 0:00,"211,663.17","19,732","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",3,3/29/2019 0:00,"234,442.50","19,912","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",3,3/30/2019 0:00,"209,342.27","13,812","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",4,3/31/2019 0:00,"202,615.57","13,134","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",4,4/1/2019 0:00,"206,730.77","19,580","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",4,4/2/2019 0:00,"178,796.27","17,616","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",4,4/3/2019 0:00,"240,449.47","22,086","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",4,4/4/2019 0:00,"245,366.33","22,646","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",4,4/5/2019 0:00,"198,156.63","17,684","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",4,4/6/2019 0:00,"203,493.37","14,130","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",4,4/7/2019 0:00,"215,427.10","14,204","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",4,4/8/2019 0:00,"229,667.63","21,122","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",4,4/9/2019 0:00,"271,510.90","24,542","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",4,4/10/2019 0:00,"288,622.43","25,056","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",4,4/11/2019 0:00,"272,751.80","24,270","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",4,4/12/2019 0:00,"293,886.53","24,492","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",4,4/13/2019 0:00,"244,822.60","15,936","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",4,4/14/2019 0:00,"114,226.03","8,034","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",4,4/15/2019 0:00,"124,990.97","11,722","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",4,4/16/2019 0:00,"152,571.13","13,836","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",4,4/17/2019 0:00,"169,753.87","14,882","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",4,4/18/2019 0:00,"181,876.07","15,618","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",4,4/19/2019 0:00,"162,466.90","13,758","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",4,4/20/2019 0:00,"105,264.17","7,196","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",4,4/21/2019 0:00,"103,287.07","6,852","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",4,4/22/2019 0:00,"171,942.43","14,924","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",4,4/23/2019 0:00,"180,182.27","15,668","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",4,4/24/2019 0:00,"172,497.23","15,380","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",4,4/25/2019 0:00,"168,932.23","14,906","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",4,4/26/2019 0:00,"174,611.30","14,646","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",4,4/27/2019 0:00,"121,522.83","8,360","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",4,4/28/2019 0:00,"104,393.63","7,298","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",4,4/29/2019 0:00,"157,919.77","14,266","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",4,4/30/2019 0:00,"167,920.37","15,184","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",4,5/1/2019 0:00,"178,547.07","15,682","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",4,5/2/2019 0:00,"167,052.77","15,026","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",4,5/3/2019 0:00,"166,849.60","14,150","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",4,5/4/2019 0:00,"103,000.70","7,546","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",5,5/5/2019 0:00,"101,469.23","7,164","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",5,5/6/2019 0:00,"146,140.67","13,646","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",5,5/7/2019 0:00,"162,608.80","14,728","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",5,5/8/2019 0:00,"166,172.10","15,022","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",5,5/9/2019 0:00,"173,847.27","15,010","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",5,5/10/2019 0:00,"158,131.83","13,698","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",5,5/11/2019 0:00,"120,415.50","8,300","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",5,5/12/2019 0:00,"94,152.13","6,694","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",5,5/13/2019 0:00,"158,137.93","14,264","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",5,5/14/2019 0:00,"159,684.83","14,602","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",5,5/15/2019 0:00,"77,350.67","7,494","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",5,5/16/2019 0:00,"109,538.50","10,476","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",5,5/17/2019 0:00,"167,270.73","13,978","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",5,5/18/2019 0:00,"36,324.63","2,996","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",5,5/19/2019 0:00,"94,059.53","6,556","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",5,5/20/2019 0:00,"172,297.27","14,850","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",5,5/21/2019 0:00,"129,287.10","11,860","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",5,5/22/2019 0:00,"180,408.13","15,444","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",5,5/23/2019 0:00,"167,402.47","14,626","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",5,5/24/2019 0:00,"147,850.87","12,416","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",5,5/25/2019 0:00,"117,758.07","7,438","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",5,5/26/2019 0:00,"82,475.63","5,582","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",5,5/27/2019 0:00,"97,961.47","6,190","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",5,5/28/2019 0:00,"165,008.77","14,058","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",5,5/29/2019 0:00,"174,225.87","15,248","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",5,5/30/2019 0:00,"157,159","14,212","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",5,5/31/2019 0:00,"160,393.57","13,828","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",5,6/1/2019 0:00,"114,010.43","7,684","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",6,6/2/2019 0:00,"102,519.90","7,010","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",6,6/3/2019 0:00,"167,172.80","14,740","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",6,6/4/2019 0:00,"186,600.43","15,996","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",6,6/5/2019 0:00,"186,552.13","15,924","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",6,6/6/2019 0:00,"178,280.20","15,346","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",6,6/7/2019 0:00,"176,329.63","14,476","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",6,6/8/2019 0:00,"152,431.13","9,292","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",6,6/9/2019 0:00,"136,357.13","8,216","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",6,6/10/2019 0:00,"174,488.07","14,366","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",6,6/11/2019 0:00,"193,437.60","15,842","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",6,6/12/2019 0:00,"178,143.63","15,228","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",6,6/13/2019 0:00,"170,089.67","14,686","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",6,6/14/2019 0:00,"155,133.97","13,058","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",6,6/15/2019 0:00,"98,389.90","6,916","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",6,6/16/2019 0:00,"93,034.43","6,374","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",6,6/17/2019 0:00,"166,684.93","14,302","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",6,6/18/2019 0:00,"178,611.87","15,508","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",6,6/19/2019 0:00,"172,872.63","15,180","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",6,6/20/2019 0:00,"174,957.47","15,396","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",6,6/21/2019 0:00,"173,945.67","14,396","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",6,6/22/2019 0:00,"130,349.93","8,480","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",6,6/23/2019 0:00,"120,488.23","7,784","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",6,6/24/2019 0:00,"167,377.97","14,458","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",6,6/25/2019 0:00,"179,351.53","15,654","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",6,6/26/2019 0:00,"175,064.47","15,290","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",6,6/27/2019 0:00,"171,546.63","14,730","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",6,6/28/2019 0:00,"169,675.83","13,976","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",6,6/29/2019 0:00,"130,397.03","8,386","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",7,6/30/2019 0:00,"121,607.97","7,692","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",7,7/1/2019 0:00,"160,557.23","13,748","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",7,7/2/2019 0:00,"165,492.27","14,398","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",7,7/3/2019 0:00,"146,069","12,568","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",7,7/4/2019 0:00,"102,680.83","6,006","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",7,7/5/2019 0:00,"115,823.10","8,082","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",7,7/6/2019 0:00,"102,712.50","6,446","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",7,7/7/2019 0:00,"88,808.83","6,154","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",7,7/8/2019 0:00,"157,140.17","13,916","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",7,7/9/2019 0:00,"169,619.83","15,074","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",7,7/10/2019 0:00,"178,690.50","15,372","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",7,7/11/2019 0:00,"170,301.17","14,826","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",7,7/12/2019 0:00,"162,012.83","13,872","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",7,7/13/2019 0:00,"126,119.40","8,130","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",7,7/14/2019 0:00,"101,435.37","6,980","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",7,7/15/2019 0:00,"168,418.63","14,486","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",7,7/16/2019 0:00,"176,876.63","15,386","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",7,7/17/2019 0:00,"171,177.60","14,988","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",7,7/18/2019 0:00,"169,938.73","14,856","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",7,7/19/2019 0:00,"176,298.40","14,284","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",7,7/20/2019 0:00,"123,550.37","8,004","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",7,7/21/2019 0:00,"106,265.10","6,962","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",7,7/22/2019 0:00,"153,413.03","13,584","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",7,7/23/2019 0:00,"171,123.57","15,274","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",7,7/24/2019 0:00,"165,532.50","14,508","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",7,7/25/2019 0:00,"154,297.53","13,776","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",7,7/26/2019 0:00,"146,982.40","12,576","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",7,7/27/2019 0:00,"127,514.50","7,762","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",7,7/28/2019 0:00,"120,163.70","7,550","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",7,7/29/2019 0:00,"150,789.70","13,382","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",7,7/30/2019 0:00,"160,999.97","14,486","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",7,7/31/2019 0:00,"175,551.40","15,530","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",7,8/1/2019 0:00,"169,474.60","14,732","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",7,8/2/2019 0:00,"163,543.30","13,788","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",7,8/3/2019 0:00,"124,389.27","8,402","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",8,8/4/2019 0:00,"116,957.53","7,700","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",8,8/5/2019 0:00,"175,553.37","15,108","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",8,8/6/2019 0:00,"179,059.30","15,540","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",8,8/7/2019 0:00,"175,066.73","15,270","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",8,8/8/2019 0:00,"172,884.80","15,168","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",8,8/9/2019 0:00,"176,444.73","14,446","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",8,8/10/2019 0:00,"128,909.87","8,496","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",8,8/11/2019 0:00,"136,948.80","8,572","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",8,8/12/2019 0:00,"182,518.30","15,392","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",8,8/13/2019 0:00,"185,429","15,936","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",8,8/14/2019 0:00,"198,117.33","16,734","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",8,8/15/2019 0:00,"191,501.57","15,950","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",8,8/16/2019 0:00,"180,409.10","15,040","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",8,8/17/2019 0:00,"139,756.67","9,196","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",8,8/18/2019 0:00,"124,289.90","7,960","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",8,8/19/2019 0:00,"177,979.37","15,538","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",8,8/20/2019 0:00,"191,279.63","16,618","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",8,8/21/2019 0:00,"199,072.50","16,868","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",8,8/22/2019 0:00,"199,022.50","16,602","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",8,8/23/2019 0:00,"186,823.53","15,332","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",8,8/24/2019 0:00,"132,338.10","8,636","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",8,8/25/2019 0:00,"132,396.30","8,566","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",8,8/26/2019 0:00,"191,126.37","16,500","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",8,8/27/2019 0:00,"192,109.50","16,792","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",8,8/28/2019 0:00,"187,563.27","16,602","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",8,8/29/2019 0:00,"186,942.67","16,216","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",8,8/30/2019 0:00,"163,039.87","13,842","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",8,8/31/2019 0:00,"123,137.57","7,630","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",9,9/1/2019 0:00,"119,261.87","6,944","San Francisco, CA (Bay Wheels)"
42,"Bay Wheels (San Francisco, CA)","2,019",9,9/2/2019 0:00,"106,377.13","7,054","San Francisco, CA (Bay Wheels)"
